onset	duration	trial_type	value	sample	StimulusPresentation
47.55916666666667	0.005	resp	3	57071	PsychophysicsToolbox
48.1025	0.005	stim_on	4	57723	PsychophysicsToolbox
48.87083333333333	0.005	resp	3	58645	PsychophysicsToolbox
49.48583333333333	0.005	stim_on	4	59383	PsychophysicsToolbox
50.175	0.005	resp	3	60210	PsychophysicsToolbox
51.035	0.005	stim_on	4	61242	PsychophysicsToolbox
51.71083333333333	0.005	resp	3	62053	PsychophysicsToolbox
52.401666666666664	0.005	stim_on	4	62882	PsychophysicsToolbox
53.015	0.005	resp	3	63618	PsychophysicsToolbox
53.885	0.005	stim_on	4	64662	PsychophysicsToolbox
54.495	0.005	resp	3	65394	PsychophysicsToolbox
55.41833333333334	0.005	stim_on	4	66502	PsychophysicsToolbox
56.015	0.005	resp	3	67218	PsychophysicsToolbox
56.91833333333334	0.005	stim_on	4	68302	PsychophysicsToolbox
57.7675	0.005	resp	3	69321	PsychophysicsToolbox
58.568333333333335	0.005	stim_on	4	70282	PsychophysicsToolbox
59.175	0.005	resp	3	71010	PsychophysicsToolbox
60.285	0.005	stim_on	4	72342	PsychophysicsToolbox
60.9675	0.005	resp	3	73161	PsychophysicsToolbox
61.985	0.005	stim_on	4	74382	PsychophysicsToolbox
62.655	0.005	resp	3	75186	PsychophysicsToolbox
63.60166666666667	0.005	stim_on	4	76322	PsychophysicsToolbox
64.3675	0.005	resp	3	77241	PsychophysicsToolbox
64.985	0.005	stim_on	4	77982	PsychophysicsToolbox
65.75166666666667	0.005	resp	3	78902	PsychophysicsToolbox
66.31833333333333	0.005	stim_on	4	79582	PsychophysicsToolbox
67.095	0.005	resp	3	80514	PsychophysicsToolbox
67.70166666666667	0.005	stim_on	4	81242	PsychophysicsToolbox
68.35916666666667	0.005	resp	3	82031	PsychophysicsToolbox
69.25166666666667	0.005	stim_on	4	83102	PsychophysicsToolbox
69.9275	0.005	resp	3	83913	PsychophysicsToolbox
70.81833333333333	0.005	stim_on	4	84982	PsychophysicsToolbox
71.39916666666667	0.005	resp	3	85679	PsychophysicsToolbox
72.26833333333333	0.005	stim_on	4	86722	PsychophysicsToolbox
73.015	0.005	resp	3	87618	PsychophysicsToolbox
73.835	0.005	stim_on	4	88602	PsychophysicsToolbox
74.4475	0.005	resp	3	89337	PsychophysicsToolbox
75.50083333333333	0.005	stim_on	4	90601	PsychophysicsToolbox
76.25583333333333	0.005	resp	3	91507	PsychophysicsToolbox
76.9175	0.005	stim_on	4	92301	PsychophysicsToolbox
77.54333333333334	0.005	resp	3	93052	PsychophysicsToolbox
78.35083333333333	0.005	stim_on	4	94021	PsychophysicsToolbox
78.95916666666666	0.005	resp	3	94751	PsychophysicsToolbox
79.7175	0.005	stim_on	4	95661	PsychophysicsToolbox
80.39166666666667	0.005	resp	3	96470	PsychophysicsToolbox
81.23416666666667	0.005	stim_on	4	97481	PsychophysicsToolbox
81.90333333333334	0.005	resp	3	98284	PsychophysicsToolbox
82.8675	0.005	stim_on	4	99441	PsychophysicsToolbox
83.57583333333334	0.005	resp	3	100291	PsychophysicsToolbox
84.30083333333333	0.005	stim_on	4	101161	PsychophysicsToolbox
85.0075	0.005	resp	3	102009	PsychophysicsToolbox
85.27916666666667	0.005	resp	3	102335	PsychophysicsToolbox
85.93416666666667	0.005	stim_on	4	103121	PsychophysicsToolbox
86.63416666666667	0.005	resp	3	103961	PsychophysicsToolbox
87.4175	0.005	stim_on	4	104901	PsychophysicsToolbox
88.07916666666667	0.005	resp	3	105695	PsychophysicsToolbox
88.95083333333334	0.005	stim_on	4	106741	PsychophysicsToolbox
89.63166666666666	0.005	resp	3	107558	PsychophysicsToolbox
90.65083333333334	0.005	stim_on	4	108781	PsychophysicsToolbox
91.39166666666668	0.005	resp	3	109670	PsychophysicsToolbox
92.23416666666668	0.005	stim_on	4	110681	PsychophysicsToolbox
93.02333333333333	0.005	resp	3	111628	PsychophysicsToolbox
93.93416666666668	0.005	stim_on	4	112721	PsychophysicsToolbox
94.49583333333334	0.005	resp	3	113395	PsychophysicsToolbox
95.28416666666666	0.005	stim_on	4	114341	PsychophysicsToolbox
96.02333333333333	0.005	resp	3	115228	PsychophysicsToolbox
96.30333333333331	0.005	resp	3	115564	PsychophysicsToolbox
96.95083333333334	0.005	stim_on	4	116341	PsychophysicsToolbox
97.69583333333334	0.005	resp	3	117235	PsychophysicsToolbox
98.28416666666666	0.005	stim_on	4	117941	PsychophysicsToolbox
99.05583333333334	0.005	resp	3	118867	PsychophysicsToolbox
99.65083333333334	0.005	stim_on	4	119581	PsychophysicsToolbox
100.42333333333332	0.005	resp	3	120508	PsychophysicsToolbox
101.2175	0.005	stim_on	4	121461	PsychophysicsToolbox
101.9175	0.005	resp	3	122301	PsychophysicsToolbox
102.68333333333334	0.005	stim_on	4	123220	PsychophysicsToolbox
103.42333333333332	0.005	resp	3	124108	PsychophysicsToolbox
104.11666666666666	0.005	stim_on	4	124940	PsychophysicsToolbox
104.82333333333334	0.005	resp	3	125788	PsychophysicsToolbox
105.75	0.005	stim_on	4	126900	PsychophysicsToolbox
106.44	0.005	resp	3	127728	PsychophysicsToolbox
107.18333333333334	0.005	stim_on	4	128620	PsychophysicsToolbox
107.8475	0.005	resp	3	129417	PsychophysicsToolbox
108.73333333333332	0.005	stim_on	4	130480	PsychophysicsToolbox
109.45583333333332	0.005	resp	3	131347	PsychophysicsToolbox
110.23333333333332	0.005	stim_on	4	132280	PsychophysicsToolbox
110.81583333333332	0.005	resp	3	132979	PsychophysicsToolbox
111.66666666666669	0.005	stim_on	4	134000	PsychophysicsToolbox
112.34416666666668	0.005	resp	3	134813	PsychophysicsToolbox
113.31666666666666	0.005	stim_on	4	135980	PsychophysicsToolbox
113.88	0.005	resp	3	136656	PsychophysicsToolbox
114.85	0.005	stim_on	4	137820	PsychophysicsToolbox
115.51166666666668	0.005	resp	3	138614	PsychophysicsToolbox
116.18333333333334	0.005	stim_on	4	139420	PsychophysicsToolbox
117.06416666666668	0.005	resp	3	140477	PsychophysicsToolbox
117.6	0.005	stim_on	4	141120	PsychophysicsToolbox
118.33583333333333	0.005	resp	3	142003	PsychophysicsToolbox
118.98333333333332	0.005	stim_on	4	142780	PsychophysicsToolbox
119.57583333333334	0.005	resp	3	143491	PsychophysicsToolbox
120.51666666666668	0.005	stim_on	4	144620	PsychophysicsToolbox
121.25583333333331	0.005	resp	3	145507	PsychophysicsToolbox
121.91666666666669	0.005	stim_on	4	146300	PsychophysicsToolbox
122.56833333333331	0.005	resp	3	147082	PsychophysicsToolbox
123.41666666666669	0.005	stim_on	4	148100	PsychophysicsToolbox
124.11666666666666	0.005	resp	3	148940	PsychophysicsToolbox
125.01666666666668	0.005	stim_on	4	150020	PsychophysicsToolbox
125.95166666666668	0.005	resp	3	151142	PsychophysicsToolbox
126.71583333333334	0.005	stim_on	4	152059	PsychophysicsToolbox
127.36833333333334	0.005	resp	3	152842	PsychophysicsToolbox
128.3325	0.005	stim_on	4	153999	PsychophysicsToolbox
128.95166666666665	0.005	resp	3	154742	PsychophysicsToolbox
129.6825	0.005	stim_on	4	155619	PsychophysicsToolbox
130.4	0.005	resp	3	156480	PsychophysicsToolbox
131.36583333333334	0.005	stim_on	4	157639	PsychophysicsToolbox
132.10416666666666	0.005	resp	3	158525	PsychophysicsToolbox
133.06583333333333	0.005	stim_on	4	159679	PsychophysicsToolbox
133.66416666666666	0.005	resp	3	160397	PsychophysicsToolbox
134.61583333333334	0.005	stim_on	4	161539	PsychophysicsToolbox
135.33583333333334	0.005	resp	3	162403	PsychophysicsToolbox
136.31583333333333	0.005	stim_on	4	163579	PsychophysicsToolbox
137.0725	0.005	resp	3	164487	PsychophysicsToolbox
137.36833333333334	0.005	resp	3	164842	PsychophysicsToolbox
137.76583333333335	0.005	stim_on	4	165319	PsychophysicsToolbox
138.52833333333334	0.005	resp	3	166234	PsychophysicsToolbox
139.4325	0.005	stim_on	4	167319	PsychophysicsToolbox
140.24	0.005	resp	3	168288	PsychophysicsToolbox
140.74916666666667	0.005	stim_on	4	168899	PsychophysicsToolbox
141.64	0.005	resp	3	169968	PsychophysicsToolbox
142.24916666666667	0.005	stim_on	4	170699	PsychophysicsToolbox
143.08833333333334	0.005	resp	3	171706	PsychophysicsToolbox
143.61583333333334	0.005	stim_on	4	172339	PsychophysicsToolbox
144.44	0.005	resp	3	173328	PsychophysicsToolbox
145.04916666666668	0.005	stim_on	4	174059	PsychophysicsToolbox
145.7525	0.005	resp	3	174903	PsychophysicsToolbox
146.4325	0.005	stim_on	4	175719	PsychophysicsToolbox
147.08	0.005	resp	3	176496	PsychophysicsToolbox
147.9825	0.005	stim_on	4	177579	PsychophysicsToolbox
148.7525	0.005	resp	3	178503	PsychophysicsToolbox
149.02416666666667	0.005	resp	3	178829	PsychophysicsToolbox
149.54916666666668	0.005	stim_on	4	179459	PsychophysicsToolbox
150.22416666666666	0.005	resp	3	180269	PsychophysicsToolbox
150.99916666666667	0.005	stim_on	4	181199	PsychophysicsToolbox
151.68833333333333	0.005	resp	3	182026	PsychophysicsToolbox
152.33166666666668	0.005	stim_on	4	182798	PsychophysicsToolbox
153.08833333333334	0.005	resp	3	183706	PsychophysicsToolbox
153.665	0.005	stim_on	4	184398	PsychophysicsToolbox
154.2483333333333	0.005	resp	3	185098	PsychophysicsToolbox
154.9983333333333	0.005	stim_on	4	185998	PsychophysicsToolbox
155.7525	0.005	resp	3	186903	PsychophysicsToolbox
156.33166666666668	0.005	stim_on	4	187598	PsychophysicsToolbox
157.08	0.005	resp	3	188496	PsychophysicsToolbox
157.64833333333334	0.005	stim_on	4	189178	PsychophysicsToolbox
158.28833333333333	0.005	resp	3	189946	PsychophysicsToolbox
159.34833333333333	0.005	stim_on	4	191218	PsychophysicsToolbox
160.08833333333334	0.005	resp	3	192106	PsychophysicsToolbox
160.94833333333332	0.005	stim_on	4	193138	PsychophysicsToolbox
161.6	0.005	resp	3	193920	PsychophysicsToolbox
162.565	0.005	stim_on	4	195078	PsychophysicsToolbox
163.2483333333333	0.005	resp	3	195898	PsychophysicsToolbox
163.88166666666666	0.005	stim_on	4	196658	PsychophysicsToolbox
164.6	0.005	resp	3	197520	PsychophysicsToolbox
165.23166666666663	0.005	stim_on	4	198278	PsychophysicsToolbox
166.10416666666666	0.005	resp	3	199325	PsychophysicsToolbox
166.34416666666667	0.005	resp	3	199613	PsychophysicsToolbox
166.64833333333334	0.005	stim_on	4	199978	PsychophysicsToolbox
167.36833333333334	0.005	resp	3	200842	PsychophysicsToolbox
168.315	0.005	stim_on	4	201978	PsychophysicsToolbox
168.97666666666666	0.005	resp	3	202772	PsychophysicsToolbox
170.015	0.005	stim_on	4	204018	PsychophysicsToolbox
170.9125	0.005	resp	3	205095	PsychophysicsToolbox
171.73166666666663	0.005	stim_on	4	206078	PsychophysicsToolbox
172.40833333333333	0.005	resp	3	206890	PsychophysicsToolbox
173.18166666666667	0.005	stim_on	4	207818	PsychophysicsToolbox
174.0641666666667	0.005	resp	3	208877	PsychophysicsToolbox
174.615	0.005	stim_on	4	209538	PsychophysicsToolbox
175.385	0.005	resp	3	210462	PsychophysicsToolbox
175.9975	0.005	stim_on	4	211197	PsychophysicsToolbox
176.81666666666666	0.005	resp	3	212180	PsychophysicsToolbox
177.5975	0.005	stim_on	4	213117	PsychophysicsToolbox
178.36083333333335	0.005	resp	3	214033	PsychophysicsToolbox
179.1975	0.005	stim_on	4	215037	PsychophysicsToolbox
179.90416666666667	0.005	resp	3	215885	PsychophysicsToolbox
180.58083333333337	0.005	stim_on	4	216697	PsychophysicsToolbox
181.3125	0.005	resp	3	217575	PsychophysicsToolbox
182.0641666666667	0.005	stim_on	4	218477	PsychophysicsToolbox
182.81666666666663	0.005	resp	3	219380	PsychophysicsToolbox
183.3975	0.005	stim_on	4	220077	PsychophysicsToolbox
184.04083333333332	0.005	resp	3	220849	PsychophysicsToolbox
184.96416666666667	0.005	stim_on	4	221957	PsychophysicsToolbox
185.505	0.005	resp	3	222606	PsychophysicsToolbox
186.58083333333337	0.005	stim_on	4	223897	PsychophysicsToolbox
187.36083333333335	0.005	resp	3	224833	PsychophysicsToolbox
188.23083333333332	0.005	stim_on	4	225877	PsychophysicsToolbox
188.93666666666667	0.005	resp	3	226724	PsychophysicsToolbox
189.86416666666668	0.005	stim_on	4	227837	PsychophysicsToolbox
190.545	0.005	resp	3	228654	PsychophysicsToolbox
191.3475	0.005	stim_on	4	229617	PsychophysicsToolbox
192.265	0.005	resp	3	230718	PsychophysicsToolbox
192.7975	0.005	stim_on	4	231357	PsychophysicsToolbox
193.56916666666663	0.005	resp	3	232283	PsychophysicsToolbox
194.13083333333333	0.005	stim_on	4	232957	PsychophysicsToolbox
194.985	0.005	resp	3	233982	PsychophysicsToolbox
195.2325	0.005	resp	3	234279	PsychophysicsToolbox
195.76416666666665	0.005	stim_on	4	234917	PsychophysicsToolbox
196.72916666666663	0.005	resp	3	236075	PsychophysicsToolbox
197.11416666666668	0.005	stim_on	4	236537	PsychophysicsToolbox
197.8141666666667	0.005	resp	3	237377	PsychophysicsToolbox
198.43083333333337	0.005	stim_on	4	238117	PsychophysicsToolbox
199.17666666666668	0.005	resp	3	239012	PsychophysicsToolbox
199.8475	0.005	stim_on	4	239817	PsychophysicsToolbox
200.60916666666665	0.005	resp	3	240731	PsychophysicsToolbox
201.53	0.005	stim_on	4	241836	PsychophysicsToolbox
202.265	0.005	resp	3	242718	PsychophysicsToolbox
202.45666666666668	0.005	resp	3	242948	PsychophysicsToolbox
203.11333333333337	0.005	stim_on	4	243736	PsychophysicsToolbox
203.84916666666663	0.005	resp	3	244619	PsychophysicsToolbox
204.58	0.005	stim_on	4	245496	PsychophysicsToolbox
205.28	0.005	resp	3	246336	PsychophysicsToolbox
206.23	0.005	stim_on	4	247476	PsychophysicsToolbox
206.89666666666668	0.005	resp	3	248276	PsychophysicsToolbox
207.81333333333333	0.005	stim_on	4	249376	PsychophysicsToolbox
208.55333333333337	0.005	resp	3	250264	PsychophysicsToolbox
209.36333333333337	0.005	stim_on	4	251236	PsychophysicsToolbox
210.06333333333333	0.005	resp	3	252076	PsychophysicsToolbox
210.84666666666664	0.005	stim_on	4	253016	PsychophysicsToolbox
211.63333333333333	0.005	resp	3	253960	PsychophysicsToolbox
212.54666666666665	0.005	stim_on	4	255056	PsychophysicsToolbox
213.25666666666663	0.005	resp	3	255908	PsychophysicsToolbox
214.18	0.005	stim_on	4	257016	PsychophysicsToolbox
215.00916666666663	0.005	resp	3	258011	PsychophysicsToolbox
215.49666666666667	0.005	stim_on	4	258596	PsychophysicsToolbox
216.305	0.005	resp	3	259566	PsychophysicsToolbox
216.86333333333337	0.005	stim_on	4	260236	PsychophysicsToolbox
217.57666666666665	0.005	resp	3	261092	PsychophysicsToolbox
218.36333333333337	0.005	stim_on	4	262036	PsychophysicsToolbox
219.08083333333337	0.005	resp	3	262897	PsychophysicsToolbox
219.32083333333333	0.005	resp	3	263185	PsychophysicsToolbox
219.91333333333333	0.005	stim_on	4	263896	PsychophysicsToolbox
220.64083333333335	0.005	resp	3	264769	PsychophysicsToolbox
221.34666666666664	0.005	stim_on	4	265616	PsychophysicsToolbox
222.00916666666663	0.005	resp	3	266411	PsychophysicsToolbox
222.83	0.005	stim_on	4	267396	PsychophysicsToolbox
223.545	0.005	resp	3	268254	PsychophysicsToolbox
224.29666666666665	0.005	stim_on	4	269156	PsychophysicsToolbox
224.9775	0.005	resp	3	269973	PsychophysicsToolbox
225.66333333333333	0.005	stim_on	4	270796	PsychophysicsToolbox
226.4175	0.005	resp	3	271701	PsychophysicsToolbox
227.3625	0.005	stim_on	4	272835	PsychophysicsToolbox
228.16916666666663	0.005	resp	3	273803	PsychophysicsToolbox
228.8125	0.005	stim_on	4	274575	PsychophysicsToolbox
229.51333333333332	0.005	resp	3	275416	PsychophysicsToolbox
230.4625	0.005	stim_on	4	276555	PsychophysicsToolbox
231.1775	0.005	resp	3	277413	PsychophysicsToolbox
231.79583333333332	0.005	stim_on	4	278155	PsychophysicsToolbox
232.625	0.005	resp	3	279150	PsychophysicsToolbox
233.27916666666667	0.005	stim_on	4	279935	PsychophysicsToolbox
233.92916666666667	0.005	resp	3	280715	PsychophysicsToolbox
234.6125	0.005	stim_on	4	281535	PsychophysicsToolbox
235.23333333333332	0.005	resp	3	282280	PsychophysicsToolbox
236.04583333333332	0.005	stim_on	4	283255	PsychophysicsToolbox
236.785	0.005	resp	3	284142	PsychophysicsToolbox
237.72916666666663	0.005	stim_on	4	285275	PsychophysicsToolbox
238.5775	0.005	resp	3	286293	PsychophysicsToolbox
239.37916666666663	0.005	stim_on	4	287255	PsychophysicsToolbox
240.1375	0.005	resp	3	288165	PsychophysicsToolbox
240.385	0.005	resp	3	288462	PsychophysicsToolbox
240.7625	0.005	stim_on	4	288915	PsychophysicsToolbox
241.55333333333337	0.005	resp	3	289864	PsychophysicsToolbox
242.29583333333332	0.005	stim_on	4	290755	PsychophysicsToolbox
243.04166666666663	0.005	resp	3	291650	PsychophysicsToolbox
243.72916666666663	0.005	stim_on	4	292475	PsychophysicsToolbox
244.60166666666663	0.005	resp	3	293522	PsychophysicsToolbox
245.39583333333337	0.005	stim_on	4	294475	PsychophysicsToolbox
246.145	0.005	resp	3	295374	PsychophysicsToolbox
246.74583333333337	0.005	stim_on	4	296095	PsychophysicsToolbox
247.44916666666663	0.005	resp	3	296939	PsychophysicsToolbox
248.37916666666663	0.005	stim_on	4	298055	PsychophysicsToolbox
249.12916666666663	0.005	resp	3	298955	PsychophysicsToolbox
249.7625	0.005	stim_on	4	299715	PsychophysicsToolbox
250.4975	0.005	resp	3	300597	PsychophysicsToolbox
251.3625	0.005	stim_on	4	301635	PsychophysicsToolbox
252.08916666666667	0.005	resp	3	302507	PsychophysicsToolbox
252.76166666666663	0.005	stim_on	4	303314	PsychophysicsToolbox
253.50583333333333	0.005	resp	3	304207	PsychophysicsToolbox
254.16166666666663	0.005	stim_on	4	304994	PsychophysicsToolbox
254.8625	0.005	resp	3	305835	PsychophysicsToolbox
255.56166666666667	0.005	stim_on	4	306674	PsychophysicsToolbox
256.2975	0.005	resp	3	307557	PsychophysicsToolbox
257.26166666666666	0.005	stim_on	4	308714	PsychophysicsToolbox
257.9775	0.005	resp	3	309573	PsychophysicsToolbox
258.23333333333335	0.005	resp	3	309880	PsychophysicsToolbox
258.72833333333335	0.005	stim_on	4	310474	PsychophysicsToolbox
259.47333333333336	0.005	resp	3	311368	PsychophysicsToolbox
260.295	0.005	stim_on	4	312354	PsychophysicsToolbox
261.0258333333333	0.005	resp	3	313231	PsychophysicsToolbox
261.62833333333333	0.005	stim_on	4	313954	PsychophysicsToolbox
262.5858333333333	0.005	resp	3	315103	PsychophysicsToolbox
262.86583333333334	0.005	resp	3	315439	PsychophysicsToolbox
263.0283333333333	0.005	stim_on	4	315634	PsychophysicsToolbox
263.86583333333334	0.005	resp	3	316639	PsychophysicsToolbox
264.695	0.005	stim_on	4	317634	PsychophysicsToolbox
265.395	0.005	resp	3	318474	PsychophysicsToolbox
265.6816666666667	0.005	resp	3	318818	PsychophysicsToolbox
266.195	0.005	stim_on	4	319434	PsychophysicsToolbox
266.93	0.005	resp	3	320316	PsychophysicsToolbox
267.51166666666666	0.005	stim_on	4	321014	PsychophysicsToolbox
268.2416666666667	0.005	resp	3	321890	PsychophysicsToolbox
269.01166666666666	0.005	stim_on	4	322814	PsychophysicsToolbox
269.8016666666667	0.005	resp	3	323762	PsychophysicsToolbox
270.645	0.005	stim_on	4	324774	PsychophysicsToolbox
271.4575	0.005	resp	3	325749	PsychophysicsToolbox
272.31166666666667	0.005	stim_on	4	326774	PsychophysicsToolbox
273.1616666666667	0.005	resp	3	327794	PsychophysicsToolbox
273.3858333333333	0.005	resp	3	328063	PsychophysicsToolbox
273.745	0.005	stim_on	4	328494	PsychophysicsToolbox
274.61	0.005	resp	3	329532	PsychophysicsToolbox
275.145	0.005	stim_on	4	330174	PsychophysicsToolbox
275.88166666666666	0.005	resp	3	331058	PsychophysicsToolbox
276.7941666666667	0.005	stim_on	4	332153	PsychophysicsToolbox
277.67333333333335	0.005	resp	3	333208	PsychophysicsToolbox
278.2775	0.005	stim_on	4	333933	PsychophysicsToolbox
278.9941666666667	0.005	resp	3	334793	PsychophysicsToolbox
279.7941666666667	0.005	stim_on	4	335753	PsychophysicsToolbox
280.57	0.005	resp	3	336684	PsychophysicsToolbox
280.78583333333336	0.005	resp	3	336943	PsychophysicsToolbox
281.1775	0.005	stim_on	4	337413	PsychophysicsToolbox
281.93	0.005	resp	3	338316	PsychophysicsToolbox
282.5441666666667	0.005	stim_on	4	339053	PsychophysicsToolbox
283.3616666666667	0.005	resp	3	340034	PsychophysicsToolbox
284.2108333333333	0.005	stim_on	4	341053	PsychophysicsToolbox
284.97	0.005	resp	3	341964	PsychophysicsToolbox
285.91083333333336	0.005	stim_on	4	343093	PsychophysicsToolbox
286.65	0.005	resp	3	343980	PsychophysicsToolbox
286.89	0.005	resp	3	344268	PsychophysicsToolbox
287.3775	0.005	stim_on	4	344853	PsychophysicsToolbox
288.08166666666665	0.005	resp	3	345698	PsychophysicsToolbox
289.0275	0.005	stim_on	4	346833	PsychophysicsToolbox
289.71416666666664	0.005	resp	3	347657	PsychophysicsToolbox
290.7275	0.005	stim_on	4	348873	PsychophysicsToolbox
291.4741666666667	0.005	resp	3	349769	PsychophysicsToolbox
292.39416666666665	0.005	stim_on	4	350873	PsychophysicsToolbox
293.17	0.005	resp	3	351804	PsychophysicsToolbox
294.0441666666667	0.005	stim_on	4	352853	PsychophysicsToolbox
294.69	0.005	resp	3	353628	PsychophysicsToolbox
295.6275	0.005	stim_on	4	354753	PsychophysicsToolbox
296.37833333333333	0.005	resp	3	355654	PsychophysicsToolbox
296.61	0.005	resp	3	355932	PsychophysicsToolbox
297.0108333333333	0.005	stim_on	4	356413	PsychophysicsToolbox
297.75416666666666	0.005	resp	3	357305	PsychophysicsToolbox
298.41083333333336	0.005	stim_on	4	358093	PsychophysicsToolbox
299.1383333333333	0.005	resp	3	358966	PsychophysicsToolbox
299.39416666666665	0.005	resp	3	359273	PsychophysicsToolbox
299.89416666666665	0.005	stim_on	4	359873	PsychophysicsToolbox
300.62583333333333	0.005	resp	3	360751	PsychophysicsToolbox
300.86583333333334	0.005	resp	3	361039	PsychophysicsToolbox
301.2108333333333	0.005	stim_on	4	361453	PsychophysicsToolbox
301.98583333333335	0.005	resp	3	362383	PsychophysicsToolbox
302.62666666666667	0.005	stim_on	4	363152	PsychophysicsToolbox
303.29833333333335	0.005	resp	3	363958	PsychophysicsToolbox
304.32666666666665	0.005	stim_on	4	365192	PsychophysicsToolbox
305.0341666666667	0.005	resp	3	366041	PsychophysicsToolbox
305.76	0.005	stim_on	4	366912	PsychophysicsToolbox
306.4025	0.005	resp	3	367683	PsychophysicsToolbox
307.29333333333335	0.005	stim_on	4	368752	PsychophysicsToolbox
307.97	0.005	resp	3	369564	PsychophysicsToolbox
308.8383333333333	0.005	end	2	370606	PsychophysicsToolbox
